Grapheme	IPA	Frequency
^n	n	5
i	i	36
m	m	21
e	e	91
-	+	47
n$	n	89
^k	k	14
o	o	82
ʔ	ʔ	36
u	u	53
^p	p	30
a	a	143
h	h	28
k	k	13
^l	l	11
a$	a	8
^c	c	14
^m	m	28
e$	e	7
^t	t	23
l	l	34
p	p	15
w	w	8
n	n	22
i$	i	30
^y	y/j	6
ŋ	ŋ	18
y	y/j	7
$	NULL	10
^ñ	ɲ	13
r	r	6
s	s	18
^ʔ	ʔ	6
t	t	36
^ŋ	ŋ	8
^s	s	4
^o	o	4
o$	o	10
ey	ey/ei	6
ñ	ɲ	3
^h	h	11
_	+	11
^pʷ	pʷ	3
ŋ$	ŋ	6
^a	a	5
t$	t	9
h$	h	15
ɪ$	ɪ	5
^ɪ	ɪ	1
c	c/ts	6
mʷ	mʷ	6
^e	e	11
w$	w	8
u$	u	5
ɪ	ɪ	5
^u	u	2
m$	m	1
^w	w	3
s$	s	4
iy$	iy/i	3
k$	k	2
u|	u +	1
^i	i	4
^mʷ	mʷ	4
eʷ	e w	1
m|	m +	1
ɪ|	ɪ +	1
e|	e +	1
pʷ	pʷ	2
á	á/a	1
^d	d	2
^e$	e	1
g	g	1
ns	n s	1
