Grapheme	IPA	Frequency
^h	h	32
i	i	45
-	+	60
n$	n	56
^m	m	11
oo	oː	8
^j	j/dʒ	9
u	u	41
e	e	54
h	h	5
y	y/j	11
a	a	73
-$	NULL	3
^hw	hʷ	8
aa	aː	12
|	+	2
r	r	9
m	m	8
e$	e	16
^th	tʰ	11
b	b	4
n	n	28
m$	m	7
^g	g	8
ee	eː	10
k$	k	31
uu	uː	5
d	d	7
l	l	16
c$	c/ts	20
^c	c	11
ii	iː	8
^d	d	10
ŋ	ŋ	4
^k	k	21
^p	p	14
a$	a	20
^n	n	18
i$	i	26
t$	t	9
^bw	bʷ	3
bw	bʷ	3
â	â/a	2
o	o	17
ñ	ɲ	4
v	v	8
e|	e +	2
^ŋ	ŋ	3
^û	ʔ û/u	1
j	j/dʒ	4
^s	s	7
uu$	uː	1
^t	t	13
o$	o	8
^kh	kʰ	6
û	û/u	5
ii$	iː	1
^o	o	1
ê	ê/e	5
x	x	6
g	g	6
p$	p	4
^x	x	4
^y	y/j	5
^w	w	4
ʔ$	ʔ	1
^-	NULL	1
ee$	eː	3
ñ$	ɲ	5
_	+	4
hw	hʷ	1
mw	mʷ	2
^u	u	2
w	w	1
kh	kʰ	1
^ph	pʰ	7
^b	b	2
th	tʰ	3
__	+	1
c	c/ts	1
^pw	pʷ	3
i|	i +	1
a|	a +	1
^ù	ʔ ù/u	1
u$	u	4
^v	v	1
k	k	1
êê	êê/eː	1
^l	l	1
oo$	oː	1
aa$	aː	3
ey	ey/ei	1
^phw	pʷʰ	1
ã	ã	1
L	ʟ	2
s	s	3
ph	pʰ	1
