Grapheme	IPA	Frequency
^n	n	54
e	e	28
l	l	37
m	m	33
-$	NULL	34
^m	m	8
u	u	52
l$	l	19
^mw	mʷ	2
a	a	90
t	t	31
u$	u	16
k	k	36
^a	a	42
i	i	44
o	o	23
k$	k	14
^s	s	2
^v	v	5
a$	a	23
ə	ə	66
í	í/i	9
n$	n	27
ú	ú/u	1
v	v	13
ŋ	ŋ	13
mw	mʷ	10
aa	aː	12
p	p	10
ii	iː	4
s	s	13
n	n	18
h	h	12
^h	h	5
-	+	5
_	+	7
r	r	26
o$	o	5
^ə	ə	9
^-	NULL	2
pw	pʷ	9
ŋh	ŋʰ	1
ŋ$	ŋ	4
^nh	nʰ	3
lh	lʰ	3
ee	eː	1
lh$	lʰ	1
^e	e	7
ŋh$	ŋʰ	1
^k	k	22
i$	i	9
uu	uː	2
mw$	mʷ	4
s$	s	10
^t	t	7
m$	m	9
a|	a +	3
^aa	aː	2
mh$	mʰ	2
^o	o	5
t$	t	7
w	w	1
^i	i	14
^p	p	7
^r	r	1
h$	h	2
r$	r	10
nh	nʰ	2
vh	vʰ	2
p|	p +	1
e$	e	5
^mh	mʰ	1
p$	p	1
^l	l	4
v$	v	1
i|	i +	2
pw$	pʷ	1
mh	mʰ	1
w$	w	1
^u	u	1
^i|	i +	1
^ii	iː	1
t|	t +	1
m|	m +	1
l|	l +	1
e|	e +	1
^ps	p s	1
