Grapheme	IPA	Frequency
^r	r	25
i	i	67
m	m	19
a	a	162
-	+	29
n	n	63
a$	a	96
^m	m	21
w	w	12
i$	i	34
^o	o	3
d	d	12
o$	o	16
^u	u	8
^t	t	17
ʔ	ʔ	38
e	e	28
h	h	35
^h	h	21
^n	n	11
r	r	64
^b	b	4
ɔ	ɔ	17
t	t	15
^ɔ	ɔ	4
ɔ$	ɔ	9
^mw	mʷ	4
u$	u	34
^d	d	3
o	o	23
^a	a	9
g	g	15
^k	k	6
u	u	54
^ʔ	ʔ	12
^s	s	10
s	s	21
^bw	bʷ	5
^?	NULL	1
ɑ	ɑ	1
b	b	15
?	ʔ	1
ā$	ā/a 	4
^w	w	8
^ŋ	ŋ	8
ō	ō/o	1
ŋ	ŋ	11
^ñ	ɲ	1
^ʰa	ʰ/h a	1
^g	g	5
e$	e	11
ā	ā/a 	6
^ã	ã	1
^i	i	10
mw	mʷ	2
k	k	5
^p	p	2
p	p	1
_	+	4
^ā	ā/a	1
ē	ē/e 	1
^pw	pʷ	1
pw	pʷ	1
^i$	i	1
^ī	ī	1
^e	e	1
