Grapheme	IPA	Frequency
^n	n	7
i	i	48
m	m	16
a	a	147
-$	NULL	7
^k	k	13
z	z	19
e$	e	18
^w	w	6
n	n	27
^a	a	11
g	g	4
e	e	25
^l	l	15
u	u	55
ɡ	g	22
o$	o	25
^i	i	6
s	s	16
t	t	29
a$	a	63
m$	m	7
^kw	kʷ	2
i$	i	16
^pw	pʷ	3
^ɡ	g	8
o	o	45
w	w	15
β	β	21
^m	m	17
r	r	27
l	l	22
^d	d	6
p	p	12
^t	t	16
^_	NULL	2
u$	u	26
^s	s	22
k	k	11
k$	k	5
ŋ	ŋ	22
z$	z	1
ŋ$	ŋ	6
-	+	13
_	+	15
^ŋ	ŋ	6
^y	y/j	11
ɣ	ɣ	2
n$	n	7
_$	NULL	1
^e	e	4
^-	NULL	4
v	v	5
^o	o	3
^p	p	8
^r	r	8
mw	mʷ	1
^bw	bʷ	2
ɡw	gʷ	1
l$	l	5
^ɡw	gʷ	2
p$	p	3
^u	u	2
b	b	3
^v	v	1
ɣ$	ɣ	1
r$	r	2
^b	b	4
^β	β	2
d	d	4
ž	ž/ʒ	1
^mw	mʷ	1
kw	kʷ	1
^g	g	1
^z	z	2
s$	s	1
y	y/j	1
aa$	aː	1
