Grapheme	IPA	Frequency
^ì	ʔ i	5
m	m	33
a$	a	92
^a	a	19
k	k	74
e	e	70
a	a	176
e$	e	39
^'i	ʔ i	4
_	+	21
'e	ʔ e	2
'e$	ʔ e	7
t	t	79
i$	i	73
o	o	81
o$	o	41
^v	v	13
^h	h	44
èe	ʔ e:	12
$	NULL	9
à$	ʔ a	7
^n	n	20
u	u	83
^t	t	59
i	i	63
h	h	69
__	+	1
^k	k	60
v	v	16
í$	ʔ i	1
u$	u	61
^p	p	44
à	ʔ a	4
p	p	11
ì$	ʔ i	9
^'o	ʔ o	13
^i	i	15
^u$	u	1
'i	ʔ i	1
n	n	62
f	f	4
^m	m	38
á	ʔ a	7
'u$	ʔ u	11
'a	ʔ a	5
^u	u	5
aa	aː	3
ii$	iː	1
^f	f	9
'è	ʔ e	1
^à	ʔ a	7
^'u	ʔ u	5
^'a	ʔ a	3
nn	n	2
hh	h	2
^o	o	5
r	r	9
^í	ʔ i	1
uu$	uː	3
^'e	ʔ e	6
'o	ʔ o	2
^-	NULL	1
^r	r	1
è	ʔ e	3
é$	ʔ e	5
^'o'o	ʔ o ʔ o	1
'a$	ʔ a	6
^íí	ʔ i ʔ i	1
ì	ʔ i	1
_$	NULL	3
'o$	ʔ o	4
'u	ʔ u	1
'i$	ʔ i	3
uu	uː	1
ú	ʔ u	1
ee$	eː	3
^àà$	ʔ a ʔ a	1
-	+	1
ú$	ʔ u	2
ó	ʔ o	2
^d	t	1
g	g	1
y	NULL	1
tt	t	1
^ph	f	1
oo	oː	2
ìì$	ʔ i ʔ i	2
kk	k	1
d	r	1
^ú	ʔ u	1
^á	ʔ a	3
àh	ʔ a h	1
w	w	1
^ʔ	ʔ	1
oo$	oː	2
^aa	aː	1
aa$	aː	3
^i$	i	1
ee	eː	1
