Grapheme	IPA	Frequency
^b	b	16
a	a	160
ŋ	ŋ	20
i	i	50
-	+	19
n$	n	51
^a	a	3
d	d	11
z$	z	3
^m	m	25
o	o	86
r	r	61
u$	u	12
^f	f	22
^p	p	20
m$	m	15
z	z	8
i$	i	20
^y	y/j	1
ʌ	ʌ	1
m	m	16
ʔ$	ʔ	1
^dz	dz	8
g	g	8
_	+	13
e	e	59
^r	r	22
p	p	8
u	u	34
^g	g	18
b$	b	9
o$	o	25
t	t	12
t$	t	4
b	b	4
f$	f	18
ŋ$	ŋ	23
k	k	6
n	n	25
^gʷ	gʷ	1
^w	w	12
^n	n	14
ū	ū	4
^s	s	24
s	s	9
s$	s	10
^ŋ	ŋ	13
^t	t	14
a$	a	16
^j	j/dʒ	10
ts$	ts	17
f	f	21
^o	o	6
w	w	4
^ū	ū/u	1
r$	r	14
e$	e	8
^ts	ts	13
p$	p	8
d$	d	5
^ā	ā/a	3
ts	ts	7
^i$	i	2
ā	ā/a 	3
^k	k	8
^d	d	4
^i	i	4
g$	g	5
^_	NULL	1
^ū$	ū/u	1
ī	ī/i	1
gw	gʷ	1
^e	e	4
k$	k	3
ū$	ū	1
^ī	ī	1
