Grapheme	IPA	Frequency
^l	l	16
i	i	42
m	m	16
a$	a	59
^m	m	25
a	a	132
u	u	40
l	l	52
i$	i	47
^o	o	7
'o	ʔ o	6
o$	o	29
^'a	ʔ a	12
e$	e	19
^f	f	26
^t	t	21
e	e	23
k	k	19
_	+	8
'i$	ʔ i	8
^a	a	13
b	b	14
r	r	20
u$	u	37
^b	b	7
'a$	ʔ a	12
f	f	24
^'u	ʔ u	2
'u	ʔ u	5
^i	i	6
^s	s	19
g	g	19
'e	ʔ e	3
o	o	29
s	s	24
^gw	gʷ	5
'a	ʔ a	4
n	n	30
t	t	16
'u$	ʔ u	4
n$	n	2
^r	r	10
^kw	kʷ	5
^g	g	3
^n	n	16
^d	d	9
ā$	ā/a 	2
kw	kʷ	2
'e$	ʔ e	4
^ū$	ū/u	1
gw	gʷ	8
^k	k	18
ü	ü/y	1
-$	NULL	3
'o$	ʔ o	3
^e	e	2
^u	u	5
^'i	ʔ i	2
'_	ʔ +	1
'i	ʔ i	7
^u$	u	1
^'o	ʔ o	1
d	d	3
ī$	ī/i	2
^'e	ʔ e	2
^ɔ	ɔ	1
ō	ō/o	1
ɔ	ɔ	1
k$	k	1
ŋh	ŋʰ	1
l$	l	1
ʔ	ʔ	4
ŋ	ŋ	1
