Grapheme	IPA	Frequency
^k	k	23
u	u	50
e|	e +	1
ŋ$	ŋ	83
a|	a +	1
m	m	13
o	o	78
p$	p	18
^s	s	13
e	e	73
l	l	22
i	i	65
^c	c	13
ʔ	ʔ	23
-	+	24
^h	h	8
t	t	11
k$	k	20
^o|	o +	1
e$	e	8
a	a	52
j	j/dʒ	3
^t	t	12
^i	i	28
a$	a	7
pʷ	pʷ	9
p	p	10
r	r	18
h$	h	39
s	s	25
n	n	16
^pʷ	pʷ	9
i|	i +	2
^e	e	4
mʷ	mʷ	8
^o	o	4
nn	nː	4
^p	p	13
^l	l	13
i$	i	10
^n	n	14
h	h	14
_	+	9
ɔ	ɔ	6
^m	m	8
^e|	e +	1
^u	u	4
^w	w	8
ʔ|	ʔ +	2
^mʷ	mʷ	5
mm	mː	3
m|	m +	1
w	w	3
^a	a	2
^r	r	2
k	k	6
kk	kː	2
^u|	u +	1
c	c/ts	5
u$	u	7
^y	y/j	2
tt	tː	2
ll	lː	3
d̃	d̃/d	2
^n|	n +	1
ɔ$	ɔ	1
^b	b	2
o$	o	3
aa	aː	5
^d̃	d̃	1
y	y/j	3
^j	j/dʒ	3
^ñ	ɲ	1
ñ	ɲ	1
pp	pː	3
d	d	1
ŋ	ŋ	1
^o$	o	1
^i$	i	1
