Grapheme	IPA	Frequency
^ŋ	ŋ	1
ê	ê/e	25
-$	NULL	57
^mw	mʷ	3
ii$	iː	2
ô	ô/o	20
z	z	14
ô$	ô/o	4
^s	s	23
u	u	31
n	n	45
l	l	27
^w	w	21
r	r	26
t$	t	13
a	a	140
l$	l	21
^m	m	17
ê$	ê/e	26
^k	k	19
i	i	33
ns	n s	1
k$	k	18
^l	l	24
o	o	34
s$	s	15
rs	r s	2
ôw$	ô/o w	1
^v	v	11
d	d	7
^z	z	13
p	p	13
g	g	13
e	e	33
t	t	12
^t	t	10
s	s	25
^b	b	7
^-	NULL	30
k	k	21
a$	a	9
^d	d	17
m	m	18
^bw	bʷ	8
^r	r	17
v	v	12
^i	i	9
gs	g s	2
^n	n	6
_	+	13
bw	bʷ	3
lw	lʷ	1
êw$	ê/e w	1
êw	ê/e w	2
n$	n	13
g$	g	6
uu$	uː	1
i$	i	10
u$	u	9
o$	o	8
ls	l s	2
ôô$	ôô/oː	2
^oo$	oː	1
^a	a	8
mw	mʷ	1
^e	e	4
m$	m	4
oo$	oː	2
e$	e	9
p$	p	3
ês$	ê/e s	4
^pw	pʷ	2
^ô	ʔ ô/o	1
rw	rʷ	1
w	w	13
ps	p s	1
^ôs$	ʔ ô/o s	2
bs	b s	2
^u	u	1
b	b	10
^p	p	2
z$	z	1
pw	pʷ	1
^o	o	1
w$	w	2
b$	b	4
ms	m s	1
uu	uː	1
ee$	eː	1
v$	v	4
d$	d	1
h	h	1
^bs	b s	1
h$	h	2
^ms	m s	1
r$	r	1
ôs$	ô/o s	1
tw	tʷ	1
-	+	2
aa$	aː	2
ôw	ô/o w	1
