Grapheme	IPA	Frequency
^p	p	4
e	e	67
n	n	17
-	+	47
k$	k	22
^ɣ	ɣ	29
a	a	53
l	l	20
a$	a	5
^m	m	20
o	o	42
t	t	8
o$	o	6
^y	y/j	11
œ	œ	33
ŋ	ŋ	10
^β	β	18
n$	n	18
č	č/tʃ	15
s	s	8
l$	l	13
_	+	13
m	m	14
e$	e	16
^a	a	1
p	p	7
y	y/j	22
i	i	56
s$	s	12
i$	i	22
m$	m	6
^w	w	7
w	w	8
^k	k	4
^č	č/tʃ	9
ᵏpʷ	kpʷ	4
^s	s	14
ü	ü/y	4
^ᵏpʷ	kpʷ	5
^ⁿd	ⁿd	6
^l	l	16
ⁿd	ⁿd	5
^mʷ	mʷ	4
ŋs	ŋ s	1
ŋ$	ŋ	12
mʷ	mʷ	3
ɣ	ɣ	9
^i	i	5
^e	e	8
t$	t	14
u	u	14
ɣs	ɣ s	1
^n	n	5
^t	t	7
ŋʷ	ŋʷ	2
k	k	4
β	β	17
p$	p	9
iy$	iy/i	2
ə$	ə	1
œ$	œ	6
ü$	ü/y	1
u$	u	9
w$	w	2
æ	æ	2
d	d	1
^c	c	1
eᵏpʷ	e kpʷ	1
^ŋ	ŋ	1
ə	ə	4
kʷ	kʷ	1
^h	h	1
