Grapheme	IPA	Frequency
^w	w	11
ĩ	ĩ	1
i	i	82
-$	NULL	4
l	l	34
n	n	16
_	+	30
a	a	72
r̃	r̃/r	4
h$	h	5
p	p	9
ps	p s	1
k$	k	22
^k	k	20
i$	i	16
^m	m	28
u	u	70
t$	t	19
^s	s	16
o	o	45
u$	u	13
ɛ$	ɛ	1
^p	p	34
ʔh$	ʔʰ	1
^n	n	11
k	k	18
kw	kʷ	1
a$	a	15
o$	o	7
^ɛ	ɛ	15
ḇ	b̠/b	2
m	m	27
r	r	8
n$	n	43
ř	ř/r	1
s	s	6
^u	u	3
w	w	3
^t	t	23
^l	l	5
ɛ	ɛ	18
m$	m	12
l$	l	15
h	h	12
t	t	5
^y	y/j	7
^h	h	14
y	y/j	10
^ŋ	ŋ	4
e	e	10
s$	s	12
r̃|w	r̃/r + w	1
hw	hʷ	2
^i$	i	2
p$	p	7
^i	i	10
e$	e	5
ŋ	ŋ	15
ŋ$	ŋ	16
f$	f	1
^ḇ	b̠/b	5
^hw	hʷ	1
lw	lʷ	2
^ɛ|	ɛ +	2
r$	r	1
^a	a	5
^kw	kʷ	1
ŋw	ŋʷ	1
c	c/ts	1
nw	nʷ	1
