Grapheme	IPA	Frequency
^n	n	52
i	i	52
j	j/dʒ	32
m	m	35
a	a	115
-$	NULL	35
^i	i	42
n	n	43
m̃	m̃/m	9
w	w	17
u	u	17
t	t	39
e	e	80
θ	θ	18
o	o	48
^a	a	58
ŋ	ŋ	13
a$	a	20
f	f	2
l	l	20
ñ$	ɲ	13
p	p	14
m$	m	3
h	h	16
ŋ$	ŋ	7
^e	e	22
r	r	20
s	s	20
ɣ	ɣ	24
ii	iː	2
p̃	p̃/p	7
θ$	θ	9
u$	u	12
k	k	9
i$	i	26
ɣ$	ɣ	7
nw	nʷ	3
-	+	7
jh	jh/dʒʱ	3
ñ	ɲ	7
ii$	iː	14
e|	e +	3
ɣs	ɣ s	1
^t	t	2
oo	oː	1
^l	l	1
v$	v	4
lw	lʷ	1
^ɣ	ɣ	2
n$	n	16
s$	s	7
^e|	e +	2
t$	t	12
c	c/ts	1
th	tʰ	2
nh	nʰ	2
^r	r	1
i|	i +	1
m̃$	m̃/m	2
^m	m	6
^u	u	4
n|	n +	3
kw	kʷ	1
hw	hʷ	1
p̃$	p̃/p	6
v	v	5
^k	k	1
pp	pː	1
e$	e	4
o$	o	2
y	y/j	2
h|	h +	2
n|h	n + h	1
n|w	n + w	1
p|	p +	1
l$	l	3
^o	o	4
^a|	a +	3
p̃p̃	p̃p̃/pː	1
^y	y/j	1
^h	h	2
$	NULL	2
b̃	b̃/b	1
k$	k	2
^aa	aː	2
m|	m +	1
r|	r +	1
^θ	θ	1
ɣh	ɣʰ	3
