Grapheme	IPA	Frequency
^b	b	4
i	i	37
n	n	12
-	+	52
k$	k	22
^ɣ	ɣ	15
a	a	41
l	l	18
a$	a	6
^m	m	15
o	o	46
t	t	23
o$	o	15
^y	y/j	6
ŋ	ŋ	6
^β	β	17
n$	n	19
ə	ə	10
h	h	3
e	e	69
l$	l	10
_	+	3
m	m	11
^w	w	9
y	y/j	10
æ$	æ	8
i$	i	28
^n	n	33
u$	u	6
w	w	9
kʷ	kʷ	3
^kʷ	kʷ	8
ey	ey/ei	2
^t	t	16
^h	h	5
u	u	26
s$	s	8
^s	s	9
b	b	2
^ⁿd	ⁿd	6
^mʷ	mʷ	2
ⁿd	ⁿd	2
^ŋ	ŋ	1
^l	l	10
^ŋʷ	ŋʷ	3
æ	æ	10
ŋ$	ŋ	9
ŋʷ	ŋʷ	6
^u	u	2
^e	e	6
t$	t	17
nh	nʰ	2
e$	e	14
s	s	6
k	k	3
β	β	15
m$	m	5
p$	p	2
ɣ	ɣ	10
^æ	æ	5
h$	h	6
ə$	ə	1
^o	o	1
mʷ	mʷ	3
b$	b	4
p	p	3
^i	i	1
d	d	1
^k	k	6
r	r	1
tw	tʷ	1
