Grapheme	IPA	Frequency
^l	l	31
i	i	44
m	m	21
a$	a	67
^v	v	9
a	a	129
l	l	57
e$	e	34
^a	a	18
t	t	43
i$	i	52
^m	m	32
ā	ā/a 	8
u$	u	50
^t	t	41
p	p	7
u	u	37
^h	h	24
e	e	46
^s	s	20
_	+	5
h	h	22
^k	k	30
k	k	42
o	o	39
^p	p	16
v	v	9
n	n	38
^i	i	8
^uu$	uː	1
'u$	ʔ u	1
o$	o	30
^u	u	8
s	s	8
aa	aː	9
^n	n	5
r	r	3
aa$	aː	7
^mm	mː	3
uu$	uː	1
ll	lː	1
nn	nː	1
oo	oː	2
^i$	i	2
^o	o	3
^l$	l	2
ā$	ā/a 	2
ū$	ū	2
oo$	oː	3
^k$	k	2
^aa	aː	1
ii$	iː	1
ee$	eː	1
^o$	o	1
f	f	1
uu	uː	1
^h$	h	1
^f$	f	1
^f	f	1
^m$	m	1
^n$	n	2
^p$	p	1
^ll	lː	1
^aa$	aː	1
