Grapheme	IPA	Frequency
^a	a	9
b	b	17
a$	a	91
^m	m	22
o	o	28
l	l	41
i$	i	27
o$	o	21
^ʔ	ʔ	8
a	a	131
e	e	28
-	+	21
n	n	42
^f	f	16
^s	s	6
i	i	48
f	f	16
^l	l	17
^r	r	11
ā$	ā/a 	4
^t	t	12
_	+	8
m	m	22
u	u	49
s	s	11
u$	u	27
r	r	27
ŋ	ŋ	20
^θ	θ	5
^u	u	3
k	k	19
^o	o	5
^ŋ	ŋ	11
g	g	6
^ϑ	θ	10
t	t	16
gw	gʷ	5
^i	i	6
^n	n	15
ɔ	ɔ	7
ɔ$	ɔ	5
^ŋw	ŋʷ	4
^ā	ā/a	2
^k	k	23
ū$	ū	3
ā	ā/a 	4
ōs	ō/o s	1
kw	kʷ	10
e$	e	11
ē	ē/e 	1
^Ө	θ	1
^kw	kʷ	4
ō	ō/o	1
ō$	ō/o	2
^ū	ū/u	2
d	d	10
ʔ	ʔ	4
ī$	ī/i	1
ī	ī/i	1
^ī	ī	1
s$	s	1
θ	θ	4
ņ	ņ/n	1
^i$	i	1
ē$	ē/e 	1
^ɛ	ɛ	1
