Grapheme	IPA	Frequency
^p	p	4
i	i	47
n	n	28
-	+	58
k$	k	24
^ɣ	ɣ	39
a	a	67
l	l	23
a$	a	2
^m	m	11
o	o	66
t	t	25
o$	o	10
^r	r	6
ŋ	ŋ	5
ɣ	ɣ	26
i$	i	21
^β	β	14
_	+	7
k	k	12
l$	l	17
e	e	52
s	s	16
m	m	20
e$	e	18
^t	t	20
u	u	62
r	r	20
s$	s	14
^s	s	13
βs	β s	1
β$	β	6
^ᵏpʷ	kpʷ	6
w	w	11
^k	k	3
ᵏpʷ	kpʷ	3
eᵏpʷ	e kpʷ	2
p	p	3
^a	a	2
^n	n	14
m$	m	6
ɣ$	ɣ	8
^mʷ	mʷ	7
ps	p s	1
^l	l	11
r$	r	15
ŋ$	ŋ	5
œ	œ	3
n$	n	13
ü	ü/y	4
^e	e	11
β	β	15
t$	t	11
^o	o	10
ŋs	ŋ s	1
ks	k s	1
ᵑk	ⁿk	1
^w	w	10
u$	u	7
p$	p	1
ls	l s	1
w$	w	3
ᵐp	ⁿp	1
mʷ	mʷ	2
^u	u	1
eˀ$	e ʔ	1
$	NULL	1
^aᵏpʷ	a kpʷ	1
ŋʷ	ŋʷ	1
