Grapheme	IPA	Frequency
^n	n	34
a	a	66
m	m	44
b	b	11
-	+	27
ŋ	ŋ	28
g	g	10
u$	u	40
^k	k	31
o	o	100
u	u	45
y	y/j	7
o$	o	68
e	e	52
n	n	26
k	k	27
i	i	76
aᵐb	a ⁿb	8
ᵑg	ⁿg	25
^v	v	15
v	v	23
^r	r	8
ō$	ō/o	1
e$	e	12
l	l	27
^m	m	13
^t	t	3
^l	l	5
ɔ	ɔ	13
ɔ$	ɔ	17
^w	w	4
w	w	3
^i	i	9
ⁿd	ⁿd	2
a$	a	21
^p	p	4
r	r	8
ll	lː	2
^kʷ	kʷ	1
^ᵑg	ⁿg	4
ᵐb	ⁿb	22
^ṛ	ṛ/r	1
^pʷ	pʷ	4
ñ	ɲ	19
^kw	kʷ	1
d	d	4
^pw	pʷ	3
^ᵐb	ⁿb	6
s	s	8
^u	u	1
^ŋ	ŋ	3
i$	i	18
^ñ	ɲ	4
ɛ	ɛ	3
^a	a	9
^y	y/j	3
t	t	7
^s	s	6
ū$	ū	2
ⁿǰ	ⁿǰ/ⁿdʒ	3
_	+	6
mʷ	mʷ	6
^ɔ$	ɔ	1
^o	o	3
p	p	11
aᵑg	a ⁿg	1
ā$	ā/a 	1
kʷ	kʷ	4
^uᵐb	u ⁿb	1
^mw	mʷ	1
^u$	u	1
^ᵐbʷ	ⁿbʷ	3
pʷ	pʷ	1
^ⁿd	ⁿd	1
^ⁿǰ	ⁿǰ/ⁿdʒ	1
ī$	ī/i	2
ā	ā/a 	2
