Grapheme	IPA	Frequency
^r	r	18
i	i	53
m	m	12
a$	a	86
^l	l	19
^t	t	43
a	a	149
u	u	44
h	h	36
r	r	34
u$	u	59
^g	g	14
^v	v	1
e$	e	27
^w	w	5
^h	h	47
e	e	25
l	l	31
aa	aː	11
o$	o	26
ee	eː	1
ee$	eː	8
^a	a	15
n	n	57
i$	i	66
^m	m	35
g	g	43
^k	k	15
o	o	50
k	k	22
^b	b	9
p	p	7
b	b	3
^d	d	23
^i	i	10
w	w	6
t	t	27
d	d	24
^uu$	uː	1
oo$	oː	6
^u	u	5
^ŋ	ŋ	1
^uu	uː	1
ŋ	ŋ	1
^n	n	10
^p	p	9
aa$	aː	7
^u$	u	1
^kh	kʰ	1
uu$	uː	5
_	+	6
ll	lː	1
^o	o	3
^ll	lː	1
s$	s	1
^th	tʰ	1
^s	s	1
^mh	mʰ	2
^mm	mː	1
^l$	l	1
^rh	rʰ	1
oo	oː	1
^a$	a	1
^aa	aː	1
l$	l	1
^i$	i	1
