Grapheme	IPA	Frequency
^f	f	22
r	r	54
a$	a	19
^t	t	17
i	i	52
r$	r	36
u$	u	22
^r	r	20
a	a	56
n$	n	37
^m	m	22
^p	p	2
u	u	44
t	t	41
^kk	kː	1
^g	g	10
m	m	10
^b	b	11
o	o	12
b$	b	3
t$	t	21
g	g	15
e$	e	14
-	+	7
n	n	20
ü$	ü/y	6
i$	i	14
^s	s	24
s$	s	2
_	+	14
f	f	25
^d	d	7
e	e	34
b	b	10
^w	w	14
ms$	m s	2
gw	gʷ	2
o$	o	9
j	j/dʒ	6
f$	f	7
g$	g	1
ü	ü/y	5
^i	i	4
^-	NULL	15
^ɪ	ɪ	2
^n	n	18
ɪ	ɪ	5
s	s	10
-$	NULL	4
d	d	11
m$	m	7
^a	a	2
k	k	2
^e	e	4
d$	d	5
w	w	1
^u	u	2
mw	mʷ	1
^k	k	4
rr	rː	3
rsw	r sʷ	1
ff	fː	1
^mm	mː	1
rw	rʷ	1
^ff	fː	1
^j	j/dʒ	1
^o$	o	1
^i$	i	1
^e$	e	1
^=	NULL	1
^_	NULL	4
