Grapheme	IPA	Frequency
^n	n	51
-	+	58
v	v	30
a	a	139
r	r	32
i	i	30
-$	NULL	20
^h	h	2
o	o	61
m	m	41
ɛ	ɛ	50
r$	r	10
ʧ	tʃ	3
u	u	41
ᵐb	ⁿb	25
ɔ$	ɔ	4
e	e	15
l	l	38
^-	NULL	72
n	n	27
n$	n	14
^g	g	1
ɣ	ɣ	34
l$	l	9
e$	e	26
t	t	41
u$	u	8
h	h	1
h$	h	1
^ⁿd	ⁿd	2
f$	f	2
^m	m	9
ⁿd	ⁿd	11
^ᵐb	ⁿb	6
ŋ	ŋ	12
vs	v s	3
s	s	25
s$	s	10
x$	x	9
ⁿdʳ	ⁿdʳ	3
^t	t	5
_	+	4
b	b	5
w	w	2
ɪ	ɪ	9
ŋ$	ŋ	8
f	f	5
^l	l	3
rs	r s	1
t$	t	6
a$	a	3
x	x	4
^a	a	9
aᵐb	a ⁿb	7
i$	i	27
m$	m	6
ɣs	ɣ s	1
ŋs	ŋ s	2
o$	o	4
ə	ə	1
t͡s$	ts	3
ʊ	ʊ	2
ᵑg	ⁿg	1
k	k	5
^ɣ	ɣ	6
v$	v	1
^ᵑg	ⁿg	1
p	p	5
^v	v	1
nw	nʷ	1
^ⁿt	ⁿt	1
ɣw	ɣʷ	1
ⁿt	ⁿt	1
ᵐbʷ	ⁿbʷ	1
ɸ$	ɸ	1
^mʷ	mʷ	1
z$	z	2
ɳ	ɳ	2
b$	b	5
z	z	1
^d	d	1
^f	f	1
^i	i	5
^b	b	1
^s	s	1
