Grapheme	IPA	Frequency
^i	i	18
m	m	33
a	a	175
-	+	145
n	n	102
a$	a	142
^a	a	33
w	w	1
l	l	36
i	i	69
d	d	38
f	f	28
e	e	42
^e	e	77
^d	d	15
y	y/j	11
i$	i	42
b	b	44
u	u	46
v	v	19
e$	e	11
^o	o	12
u$	u	30
^w	w	6
o	o	37
^k	k	11
^f	f	6
k	k	49
^b	b	7
^v	v	6
^l	l	11
^n	n	4
_	+	9
^m	m	17
o$	o	19
g	g	2
r	r	1
l$	l	1
^ts	ts	8
^g	g	2
ts	ts	10
^u	u	3
^y	y/j	5
á	á/a	1
^j	j/dʒ	2
^-	NULL	1
t	t	1
^s	s	1
