Grapheme	IPA	Frequency
^i	i	26
m	m	22
a$	a	93
^l	l	8
a	a	114
f	f	31
n	n	32
i$	i	29
^k	k	25
e$	e	19
^p	p	14
e	e	28
g	g	53
^m	m	16
'e$	ʔ e	3
^g	g	12
u$	u	29
^o	o	12
^a	a	47
e|	e +	1
p	p	39
^f	f	18
u	u	36
^u	u	6
i	i	50
^'a	ʔ a	8
l	l	17
o$	o	23
o	o	20
'i$	ʔ i	5
s	s	14
_	+	12
k	k	22
^n	n	3
^'a'a$	ʔ a ʔ a	1
^'u	ʔ u	4
'a$	ʔ a	6
^'e	ʔ e	1
'o	ʔ o	4
'u$	ʔ u	2
i|	i +	1
t	t	2
-	+	4
'i'i	ʔ i ʔ i	1
^e	e	5
^ts	ts	1
ts	ts	1
'o$	ʔ o	1
^'o'o$	ʔ o ʔ o	1
^'i	ʔ i	2
'i	ʔ i	4
^'u$	ʔ u	1
^'i'i	ʔ i ʔ i	1
^'e'e	ʔ e ʔ e	1
'e'e	ʔ e ʔ e	1
a|	a +	2
v	v	3
'a	ʔ a	1
'g	ˀg	1
