Grapheme	IPA	Frequency
^i	i	9
m	m	42
a	a	188
-$	NULL	20
^d	d	9
u	u	61
g	g	18
e$	e	8
^k	k	45
t	t	35
ɣ	ɣ	8
e	e	59
a$	a	107
i	i	76
^b	b	12
b	b	26
-	+	59
p	p	20
s$	s	2
^-	NULL	17
v	v	36
r	r	45
k	k	35
m$	m	6
y	y/j	17
o	o	78
d	d	8
^p	p	6
u$	u	15
^m	m	15
n	n	76
w	w	19
i$	i	30
^t	t	18
o$	o	9
^s	s	4
s	s	10
^y	y/j	8
^a	a	3
@	ə	3
^g	g	14
^u	u	3
_	+	4
^o	o	3
n$	n	11
mw	mʷ	2
ii	iː	2
^w	w	8
^n	n	13
^v	v	7
^gw	gʷ	3
^r	r	12
@w	ə w	1
@s	ə s	2
*$	NULL	1
**$	NULL	1
_$	NULL	1
gw	gʷ	1
^ɣ	ɣ	1
^bw	bʷ	1
bw	bʷ	1
^i$	i	1
