Grapheme	IPA	Frequency
^r	r	24
i	i	68
m	m	22
a	a	179
-	+	27
n	n	67
a$	a	118
^m	m	26
h	h	34
^a	a	29
o	o	52
t	t	24
u	u	54
w	w	11
^h	h	20
o$	o	19
_	+	3
s	s	19
k	k	18
u$	u	31
^t	t	23
r	r	62
i$	i	27
ā	ā/a 	4
ɣ	ɣ	46
e	e	27
^ɣ	ɣ	14
^pw	pʷ	8
pw	pʷ	3
^s	s	11
ʔ	ʔ	1
ŋ	ŋ	20
ā$	ā/a 	3
p	p	7
^bw	bʷ	1
^w	w	11
^ŋ	ŋ	1
^n	n	6
^u	u	4
^k	k	10
e$	e	11
^o	o	1
^mw	mʷ	4
^p	p	4
^e	e	2
bw	bʷ	1
mw	mʷ	1
^i	i	10
^i$	i	1
ī$	ī/i	1
^ɔ	ɔ	2
ɔ$	ɔ	1
