Grapheme	IPA	Frequency
^č	č/tʃ	9
u	u	59
m	m	23
a	a	66
-	+	46
k	k	33
u$	u	43
^m	m	24
·	+	3
l	l	29
e$	e	8
e	e	59
r	r	45
w	w	9
o$	o	53
^-	NULL	45
y	y/j	11
i$	i	39
aᵐb	a ⁿb	7
β	β	28
i	i	72
ŋ	ŋ	12
s	s	12
č	č/tʃ	18
ŋ$	ŋ	2
^p	p	7
o	o	44
t	t	22
^k	k	14
ñ	ɲ	9
^t	t	21
^ᵐb	ⁿb	12
ᵑg	ⁿg	1
n	n	25
a$	a	8
ⁿd	ⁿd	2
ᵐbʷ	ⁿbʷ	2
^b	b	1
^β	β	6
^s	s	10
_	+	5
^ñ	ɲ	3
n$	n	7
r$	r	7
ə	ə	2
l$	l	6
mʷ	mʷ	5
^y	y/j	8
_ᵐb	+ ⁿb	1
eᵐb	e ⁿb	3
ʷ	w	1
ə$	ə	1
ᵐb	ⁿb	7
^mʷ	mʷ	4
^w	w	2
k$	k	2
β$	β	1
^l	l	2
^n	n	4
æ$	æ	1
^i	i	1
^ⁿd	ⁿd	1
^a	a	3
^o	o	1
