Grapheme	IPA	Frequency
^r	r	13
ə	ə	77
ŋ	ŋ	13
-$	NULL	39
^m	m	7
o	o	7
u	u	66
r$	r	11
^mw	mʷ	4
a	a	106
t	t	18
k$	k	9
^n	n	49
s	s	22
^a	a	53
n$	n	21
^s	s	3
v	v	11
e|	e +	1
h	h	24
e$	e	8
^i	i	16
k	k	29
u$	u	16
^ə	ə	11
i	i	49
n	n	20
i$	i	45
m	m	37
e	e	53
r	r	78
kw	kʷ	19
^t	t	10
u|	u +	2
p	p	13
nh	nʰ	5
a$	a	39
n|	n +	2
pw	pʷ	5
s$	s	12
^k	k	20
rh	rʰ	3
mwh	mʷʰ	3
a|	a +	2
^e	e	10
ŋ$	ŋ	4
^p	p	6
ŋh	ŋʰ	3
mw	mʷ	3
f|	f +	2
-	+	11
i|	i +	1
^kw	kʷ	5
p$	p	2
^o	o	3
_	+	6
mh	mʰ	4
^f	f	2
^v	v	2
kw$	kʷ	2
^ŋ	ŋ	1
o$	o	1
^u	u	2
p|	p +	1
t$	t	1
m$	m	6
pw$	pʷ	1
v$	v	2
ps	p s	1
f	f	5
^fw	fʷ	2
^u$	u	1
vs	v s	1
