Grapheme	IPA	Frequency
^l	l	10
i	i	53
m	m	15
ə$	ə	18
^k	k	27
a	a	69
s$	s	14
^m	m	23
ŋ	ŋ	12
n$	n	26
e	e	16
k	k	13
e$	e	5
ə	ə	59
k$	k	14
^s	s	21
l$	l	14
m$	m	10
^d	d	7
u	u	44
r$	r	10
o	o	32
h	h	3
p	p	15
n	n	17
l	l	19
u$	u	17
^b	b	18
i$	i	24
^t	t	17
b	b	9
^n	n	9
t	t	12
s	s	14
ŋ$	ŋ	8
^h	h	6
lh	lʰ	1
t$	t	18
r	r	11
^p	p	17
^ŋ	ŋ	8
^a	a	5
^u	u	9
d	d	1
a$	a	5
h$	h	11
p$	p	5
^w	w	1
^r	r	9
^o	o	2
rs	r s	1
^i	i	6
lw	lʷ	1
o$	o	4
ps	p s	1
ns	n s	1
g	g	3
_	+	3
^v	v	1
^g	g	5
v	v	1
ŋs	ŋ s	1
ks	k s	2
^e	e	1
^i$	i	1
^y	y/j	1
^a$	a	1
