Grapheme	IPA	Frequency
^p	p	10
aa	aː	13
y	y/j	15
$	NULL	6
a	a	59
ú	ú/u	32
-$	NULL	48
i	i	34
ʀ	ʀ	3
e$	e	9
^f	f	20
e	e	23
t	t	14
á	á/a	13
l$	l	13
n$	n	13
^y	y/j	28
^e	e	3
n	n	11
^ê	ê/e	1
β	β	1
ê	ê/e	1
_	+	1
ɪ	ɪ	1
ḍḍ	ḍḍ/ɖː	1
õ$	õ	1
f$	f	4
^k	k	9
l	l	17
i$	i	8
^s	s	11
k	k	10
r	r	15
^r	r	6
úú$	úú/uː	2
áá	á/a á/a	11
^t	t	7
úú	úú/uː	10
t$	t	12
f	f	7
r$	r	6
-	+	20
^m	m	15
ŋ	ŋ	7
m	m	5
ŋ$	ŋ	11
s	s	7
k$	k	2
^chch	cːʰ	3
a$	a	6
uu	uː	1
w$	w	8
^w	w	7
w	w	13
^ú	ʔ ú/u	2
^pʷ	pʷ	5
oo	oː	4
^tt	tː	1
é	é/e	4
ú$	ú/u	4
^ŋ	ŋ	3
ii$	iː	2
^l	l	5
^kk	kː	3
^mʷmʷ	mʷː	1
u	u	8
s$	s	5
^a	a	3
^-	NULL	7
mm	mː	1
o	o	13
mʷ	mʷ	3
óó	óó/oː	6
^mʷ	mʷ	3
^ʀ	ʀ	6
pʷ	pʷ	1
^n	n	3
^ii	iː	3
^i	i	4
m$	m	2
mʷ$	mʷ	2
ós	ó/o s	1
ee	eː	2
ó	ó/o	6
o$	o	2
ii	iː	5
á$	á/a	1
^ff	fː	2
oo$	oː	1
nn$	nː	1
ʀ$	ʀ	3
éé$	éé/eː	1
^u	u	1
^pp	pː	1
chch$	chch/tsːʰ	1
éé	éé/eː	3
^mm	mː	1
ów$	ó/o w	1
p	p	3
p$	p	2
é$	é/e	1
^nn	nʰ	1
^ee	eː	1
^oo	oː	1
^o	o	1
g	g	1
pw	pʷ	1
