Grapheme	IPA	Frequency
^w	w	17
a	a	101
n	n	52
k	k	16
o	o	20
i	i	64
m$	m	6
m	m	32
i$	i	24
^m	m	17
c	c/ts	8
a$	a	36
^a	a	13
e	e	118
h	h	12
t	t	30
r	r	31
o$	o	14
^s	s	12
e$	e	24
^g	g	6
o|	o +	1
j	j/dʒ	22
ñ$	ɲ	6
^t	t	17
q	q	5
^x	x	10
$	NULL	8
d	d	9
^th	tʰ	10
th	tʰ	2
x	x	9
u$	u	12
^k	k	14
u	u	47
p	p	25
n$	n	60
^j	j/dʒ	8
^h	h	36
ö$	ö/œ	3
w	w	6
^i	i	17
l$	l	5
ñ	ɲ	13
ë$	ë/ə	24
p$	p	2
ŋ	ŋ	8
^p	p	6
l	l	28
ö	ö/œ	27
ë	ë/ə	10
^ñ	ɲ	5
e|	e +	5
f	f	4
ij$	ij/i j	5
^q	q	5
^u	u	7
^sh	sʰ	4
^n	n	11
th$	tʰ	10
^f	f	2
y	y/j	1
^d	d	6
ŋ$	ŋ	5
a|	a +	3
k$	k	3
^öh	ö/œ h	1
s	s	5
^l	l	8
^c	c	9
t$	t	10
h|	h +	1
z	z	4
z$	z	1
^e	e	17
^o	o	2
s$	s	2
_	+	10
^ë	ë/ə	1
hw	hʷ	1
c$	c/ts	1
g	g	8
^ö	ö/œ	1
^i$	i	1
õ$	õ	1
^ŋ	ŋ	5
oo	oː	1
ö|	ö/œ +	1
w$	w	1
_$	NULL	1
f$	f	1
d$	d	2
r$	r	1
sh	sʰ	3
^_	NULL	1
ësh	ë/ə sʰ	1
i|	i +	1
