Grapheme	IPA	Frequency
^n	n	56
a	a	197
-	+	77
l̥	l̥	7
i	i	48
m	m	29
k$	k	23
^m	m	7
o	o	13
w	w	12
u	u	43
l$	l	9
r	r	27
u$	u	22
l	l	30
k	k	22
^-	NULL	42
^s	s	4
β	β	7
æ$	æ	2
e	e	32
y	y/j	2
ə	ə	47
ŋ$	ŋ	11
^t	t	19
h$	h	19
s	s	10
m̥	m̥	2
t	t	31
f	f	4
ŋ	ŋ	22
n	n	22
pʷ	pʷ	14
h	h	15
n$	n	21
^r	r	1
a$	a	15
p	p	10
mʷ	mʷ	13
m$	m	8
s$	s	6
i$	i	20
^p	p	3
^y	y/j	1
œ$	œ	1
^a	a	2
r$	r	3
^k	k	17
æ	æ	6
œ	œ	3
t$	t	6
^mʷ	mʷ	1
nw	nʷ	1
w̥	w̥	1
e$	e	2
o$	o	1
_	+	7
w$	w	1
^i	i	15
^l	l	1
ŋ̥	ŋ̊/ŋ	1
^pʷ	pʷ	1
fw	fʷ	1
r̥	r̥	1
