Grapheme	IPA	Frequency
^g	g	13
a	a	124
g	g	12
ʔ	ʔ	62
u	u	44
-	+	30
n	n	48
a$	a	103
^l	l	27
e	e	31
e$	e	12
^a	a	9
ɔ	ɔ	54
l	l	38
ɔ$	ɔ	13
ā	ā/a 	10
ŋ	ŋ	17
^s	s	10
i	i	68
f	f	27
ā$	ā/a 	8
^t	t	14
m	m	19
i$	i	33
^b	b	10
t	t	13
u$	u	26
r	r	17
b	b	14
^ɔ	ɔ	7
_	+	5
kw	kʷ	9
^k	k	9
k	k	12
^ŋ	ŋ	3
s	s	16
^n	n	13
^m	m	19
^ʔ	ʔ	7
o	o	1
^gw	gʷ	3
ū	ū	1
ū$	ū	2
d	d	7
^w	w	6
ās	ā/a s	1
^f	f	10
^ā	ā/a	4
^r	r	1
ēs	ē/e s	1
^ɛ	ɛ	1
^ū	ū/u	2
^i	i	11
^kw	kʷ	3
^kW	kʷ	1
^ms	m s	1
^e	e	2
^u	u	5
uu	uː	2
^ī	ī	2
ls	l s	1
^ās	ā/a s	1
^d	d	3
ī	ī/i	1
^i$	i	1
