Grapheme	IPA	Frequency
^l	l	11
i	i	40
m	m	16
a	a	106
-	+	48
k$	k	29
^ɣ	ɣ	44
l	l	20
a$	a	13
^m	m	12
t	t	21
u$	u	15
^r	r	7
o	o	24
ŋ	ŋ	3
^β	β	14
n$	n	11
^a	a	5
i$	i	11
n	n	10
_	+	9
ɣ	ɣ	14
p	p	9
u	u	38
β	β	17
e	e	45
tw	tʷ	1
^t	t	19
ᵏpʷ	kpʷ	1
^s	s	7
r	r	24
^h	h	5
h	h	11
^kʷ	kʷ	3
ŋ$	ŋ	10
^tʳ	tʳ	3
tʳ	tʳ	3
m$	m	2
s$	s	6
^dʳ	dʳ	3
ɣ$	ɣ	11
^u$	u	1
^ŋ	ŋ	2
r$	r	2
e$	e	19
h$	h	14
^u	u	3
nˀ	nˀ	1
^e	e	6
s	s	8
o$	o	3
k	k	5
^mʷ	mʷ	3
t$	t	7
^n	n	11
mʷ	mʷ	2
w	w	10
w$	w	6
pʷ	pʷ	1
l$	l	6
tʳ$	tʳ	2
^aᵏpʷ	a kpʷ	1
β$	β	2
^w	w	6
iˀ	i ʔ	1
^p	p	4
dʳ	dʳ	3
æ	æ	4
^o	o	2
lw	lʷ	1
oˀ	o ʔ	1
p$	p	1
aa	aː	1
ə	ə	1
ᵐw	ⁿw	1
kʷ$	kʷ	1
$	NULL	1
^i	i	1
aˀ	a ʔ	1
