Grapheme	IPA	Frequency
^b	b	7
a	a	165
e	e	34
l	l	49
a$	a	108
^t	t	16
u	u	50
^m	m	19
r	r	41
i	i	75
u$	u	43
t	t	38
^e	e	9
n	n	60
_	+	19
o$	o	21
^p	p	24
s	s	37
o	o	69
b	b	16
i$	i	18
m	m	25
^s	s	16
k	k	27
^k	k	22
^u	u	4
^i	i	15
p	p	14
^a	a	29
-	+	17
g	g	8
^o	o	8
^r	r	7
^n	n	13
e$	e	9
^l	l	5
^g	g	5
h	h	1
d	d	17
b$	b	1
^w	w	1
w	w	2
?	ʔ	2
???$	NULL	1
ā	ā/a 	1
^-	NULL	1
^e$	e	1
??	??/ə	1
