Grapheme	IPA	Frequency
^l	l	5
o	o	14
a	a	63
β	β	6
-	+	38
k$	k	30
^a	a	8
n	n	12
r	r	14
a$	a	7
ⁿdʳ	ⁿdʳ	6
ⁿdʳ$	ⁿdʳ	3
^ᵐb	ⁿb	6
l	l	14
^p	p	3
i	i	49
l$	l	6
^n	n	11
_	+	4
^ᵑg	ⁿg	1
r$	r	11
^f	f	18
^ⁿdʳ	ⁿdʳ	3
t	t	16
k	k	5
^s	s	9
s	s	4
i$	i	19
^ⁿd	ⁿd	4
f	f	6
u	u	11
ɔ	ɔ	19
^tˢ	ts	3
ŋ	ŋ	2
e$	e	3
^t	t	10
ŋ$	ŋ	4
^β	β	1
^k	k	4
rs	r s	1
m$	m	5
n$	n	5
ə	ə	4
tˢ	ts	3
m	m	9
e	e	4
^r	r	4
w	w	2
^e	e	1
^ŋ	ŋ	1
^h	h	1
i:	iː	1
s$	s	2
æ	æ	1
^fⁿ	fⁿ	1
dʳ	dʳ	1
ɛ	ɛ	8
^u	u	2
^ɔ	ɔ	1
^fs	f s	1
ks	k s	1
t$	t	6
ř	ř/r	3
fw	fʷ	1
řs	ř/r s	1
^w	w	2
p$	p	3
^m	m	9
ᵑg	ⁿg	1
g	g	1
·	+	2
tˢ$	ts	1
ᵐb	ⁿb	1
u$	u	4
p	p	1
ɔ$	ɔ	1
^y	y/j	1
^aᵐb	a ⁿb	1
ɛ$	ɛ	1
b	b	1
