Grapheme	IPA	Frequency
^w	w	3
ə	ə	6
r	r	31
a	a	85
-$	NULL	20
^mʷ	mʷ	2
i	i	57
ɾ$	ɾ	16
ɪ	ɪ	30
t	t	22
u$	u	3
^m	m	7
l	l	33
ɛ	ɛ	33
^-	NULL	65
v	v	19
l$	l	11
^ⁿz	ⁿz	5
m	m	29
ã$	ã	2
u	u	41
i$	i	5
k	k	9
o$	o	3
^ᵐb	ⁿb	6
e	e	10
s$	s	12
^v	v	3
^ⁿd	ⁿd	3
ɣ	ɣ	26
o	o	34
^l	l	10
^ⁿʒ	ⁿʒ	2
n	n	18
^n	n	34
-	+	39
s	s	14
t$	t	10
^r	r	4
m$	m	5
_	+	2
b	b	3
^ᵑg	ⁿg	2
ŋ$	ŋ	4
n$	n	23
ŋ	ŋ	6
w	w	12
ɳ	ɳ	1
e$	e	10
p	p	14
r$	r	7
^-roŋɔ͂	r o ŋ ɔ̃	1
$	NULL	1
ɸ$	ɸ	7
ɾ	ɾ	5
^p	p	1
^t	t	2
ŋs	ŋ s	1
mʷ	mʷ	2
t͡s$	ts	3
x	x	4
ʊ	ʊ	3
t͡s	ts	4
a$	a	13
ɛ$	ɛ	1
ʧ	tʃ	1
æ	æ	1
ɔ	ɔ	1
x$	x	8
b$	b	3
_ᵐb	+ ⁿb	1
ʷ	w	1
ʧ$	tʃ	1
v$	v	2
pʷ	pʷ	2
g	g	1
p$	p	1
^ᵐbʷ	ⁿbʷ	2
^ɣ	ɣ	3
eᵐb	e ⁿb	1
ms	m s	1
^x	x	5
ɘ	ɘ	1
ɣs	ɣ s	1
^a	a	1
u͂$	ũ	1
^k	k	1
^s	s	3
^i	i	5
z	z	1
^ʧ	tʃ	1
ᵐb	ⁿb	1
^ɪ	ɪ	1
