Grapheme	IPA	Frequency
^i	i	2
m	m	19
a	a	116
-$	NULL	1
^d	d	6
i	i	43
y	y/j	5
e$	e	17
^o	o	1
n	n	28
^y	y/j	7
e	e	26
-	+	44
u$	u	29
^p	p	9
l	l	20
o	o	37
ŋ$	ŋ	20
oo	oː	1
l$	l	13
^u	u	11
s	s	6
i$	i	11
p	p	8
s$	s	6
^n	n	28
u	u	53
n$	n	20
^t	t	19
ŋ	ŋ	16
^k	k	9
k	k	6
o$	o	2
^f	f	3
f	f	2
^ɡ	g	8
^w	w	4
lw	lʷ	1
ɡ	g	5
^s	s	9
^m	m	19
_	+	15
d	d	9
m$	m	12
r	r	11
r$	r	5
^r	r	4
b	b	9
^l	l	8
t	t	15
b$	b	3
_$	NULL	1
^a	a	5
w	w	4
^b	b	5
^ŋ	ŋ	3
k$	k	7
t$	t	7
^aa	aː	1
^-	NULL	2
d$	d	1
uu$	uː	1
ɛ	ɛ	1
ɡ$	g	1
ns	n s	2
a$	a	3
nw	nʷ	1
ls	l s	1
nn	nː	1
j	j/dʒ	1
$	NULL	1
ll	lː	1
p$	p	2
ks	k s	1
ey	ey/ei	1
^i$	i	1
^a$	a	1
