Grapheme	IPA
_-	+
-_	+
_-_	+
--	+
·-	+
^_	NULL
_-_$	NULL
^_-_$	NULL
 ̂n	n
e|-	+
 ̂ŋ	ŋ
 ̃p	p
"""$"	NULL
|_-$	NULL
^_+_	NULL
$	NULL
_ⁿdʳ	+ ⁿdʳ
_|_	+
-_-	+
|-	+
_-$	NULL
^si|[at]	s i + a t
^__	NULL
^?_	NULL
&	ʔ
'	ʔ
'$	ʔ
'_	ʔ +
'_h	ʔ + h
'a	ʔ a
'a$	ʔ a
'a|	ʔ a +
'b	ˀb
'bw	ʔ + bʷ
'd	ˀd
'e	ʔ e
'e$	ʔ e
'e'e	ʔ e ʔ e
'e'e$	ʔ e ʔ e
'f	ˀf
'g	ˀg
'h	ˀh
'i	ʔ i
'i$	ʔ i
'i'i	ʔ i ʔ i
'k	ˀk
'l	ˀl
'm	ˀm
'mw	ˀmʷ
'n	ˀn
'o	ʔ o
'o$	ʔ o
'o'o	ʔ o ʔ o
'p	ˀp
'pw	ˀpʷ
'r	ˀr
's	ˀs
't	ˀt
'u	ʔ u
'u$	ʔ u
'w	ˀw
'y	'y/ˀj
'ä	ʔ ä/æ
'è	ʔ è/e
'ā$	ʔ ā/a
'ē$	ʔ ē/e
'ī$	ʔ ī/i
'ŋ	ˀŋ
'ō	ʔ ō/o
'ū$	ʔ ū/u
'ū'ū$	ʔ ū/u ʔ ū/u
'ǥ	'ǥ/ˀg
'ɛ	ʔ ɛ
'ɸ	ˀɸ
'ḇ	'b̠/ˀb
'ṱ	'ṱ/ˀt̪
'ạ	ʔ ạ/a
*	NULL
^si|	s i
^lʊlʊ_+	l ʊ l ʊ
*$	NULL
**$	NULL
+	NULL
+$	NULL
-	+
-$	NULL
.	
0	NULL
1	NULL
1$	NULL
2$	NULL
3	NULL
3$	NULL
:r	r
=	+
?	ʔ
?$	ʔ
??	??/ə
???$	NULL
?t	ˀt
@	ə
@$	ə
@s	ə s
@w	ə w
I	ɪ
Iː	ɪː
Iː$	ɪː
Iːh$	ɪː
L	ʟ
L$	ʟ
M	m
Y	Y/j
[	NULL
]	NULL
^	NULL
^&	ʔ
^'A	ʔ a
^'a	ʔ a
^'a$	ʔ a
^'a'a	ʔ a ʔ a
^'a'a$	ʔ a ʔ a
^'b	ˀb
^'e	ʔ e
^'e$	ʔ e
^'e'e	ʔ e ʔ e
^'g	ˀg
^'h	ˀh
^'i	ʔ i
^'i'i	ʔ i ʔ i
^'k	ˀk
^'l	ˀl
^'m	ˀm
^'n	ˀn
^'o	ʔ o
^'o$	ʔ o
^'o'o	ʔ o ʔ o
^'o'o$	ʔ o ʔ o
^'p	ˀp
^'r	ˀr
^'s	ˀs
^'t	ˀt
^'u	ʔ u
^'u$	ʔ u
^'u'u	ʔ u ʔ u
^'ä	ʔ ä/æ
^'ā	ʔ ā/a
^'ā$	ʔ ā/a
^'āh	ʔ ā/a h
^'ē	ʔ ē/e
^'ēh	ʔ ē/e h
^'ī	ʔ ī/i
^'ī$	ʔ ī/i
^'ŋ	ˀŋ
^'ō	ʔ ō/o
^'ū	ʔ ū/u
^'ạ	ʔ ạ/a
^-	NULL
^-roŋɔ͂	r o ŋ ɔ̃
